combination,18,19,20
G:0B:0P:0S:0,0.08739185073,0.08739185073,0.0572300272
G:0B:0P:0S:1,0.1791356313,0.1791356313,0.1540475529
G:0B:0P:1S:0,0.09017793084,0.09017793084,0.05884501308
G:0B:0P:1S:1,0.1838287525,0.1838287525,0.155405814
G:0B:0P:2S:0,0.09303497614,0.09303497614,0.06047965594
G:0B:0P:2S:1,0.1860296625,0.1860296625,0.1567692188
G:0B:0P:3S:0,0.09509163805,0.09509163805,0.06213534632
G:0B:0P:3S:1,0.1882425171,0.1882425171,0.1581377127
G:0B:0P:4S:0,0.09802530499,0.09802530499,0.06381371567
G:0B:0P:4S:1,0.1904671547,0.1904671547,0.1615400946
G:0B:0P:5S:0,0.1000960068,0.1000960068,0.06551667173
G:0B:0P:5S:1,0.1927034128,0.1927034128,0.1628917897
G:0B:0P:6S:0,0.1031159392,0.1031159392,0.06679575352
G:0B:0P:6S:1,0.194951128,0.194951128,0.1642484817
G:0B:10P:0S:0,0.09553492379,0.09553492379,0.06281075383
G:0B:10P:0S:1,0.1887182387,0.1887182387,0.1609057456
G:0B:10P:1S:0,0.0984674152,0.0984674152,0.06448949726
G:0B:10P:1S:1,0.1909453801,0.1909453801,0.1622550725
G:0B:10P:2S:0,0.1005422015,0.1005422015,0.06619254338
G:0B:10P:2S:1,0.1931841071,0.1931841071,0.1636094191
G:0B:10P:3S:0,0.1035605198,0.1035605198,0.06792211361
G:0B:10P:3S:1,0.1954342561,0.1954342561,0.1649687367
G:0B:10P:4S:0,0.1056464077,0.1056464077,0.06968079768
G:0B:10P:4S:1,0.1976956624,0.1976956624,0.1663329769
G:0B:10P:5S:0,0.1087630176,0.1087630176,0.07096371475
G:0B:10P:5S:1,0.2027435136,0.2027435136,0.1677020907
G:0B:10P:6S:0,0.1108572043,0.1108572043,0.072752882
G:0B:10P:6S:1,0.2049725055,0.2049725055,0.1690760292
G:0B:11P:0S:0,0.0962015353,0.0962015353,0.06366394748
G:0B:11P:0S:1,0.1894328322,0.1894328322,0.1613814024
G:0B:11P:1S:0,0.0991322342,0.0991322342,0.06536687514
G:0B:11P:1S:1,0.1916637153,0.1916637153,0.1627325065
G:0B:11P:2S:0,0.1012131119,0.1012131119,0.06664473746
G:0B:11P:2S:1,0.1939061316,0.1939061316,0.1640886131
G:0B:11P:3S:0,0.1042289832,0.1042289832,0.06837414295
G:0B:11P:3S:1,0.1961599169,0.1961599169,0.1654496737
G:0B:11P:4S:0,0.1063207406,0.1063207406,0.07013246663
G:0B:11P:4S:1,0.2012373544,0.2012373544,0.1668156396
